postDates,tweets,sentiment_label,polarity_score
2021-02-16T11:27:16.000Z,Japiro jamás se pusieron en contacto conmigo los de demásiado haso ya son que tardan tanto para poner un puto internet me voy a ir Mante de vuelta a ,neg,-0.75
2021-02-15T23:08:36.000Z,Porque para cancelar un servicio uno tiene que acercarse si o si a una sucursal para venderte cualquier cosa hasta por el call se puede pero para cancelar hay que perder una mañana de tu vida El servicio de Tv nomás queremos cancelar Ami internet no,neu,-0.015000000000000013
2021-02-15T17:43:31.000Z,Primer día y desastre tú Internet profeeeee,neg,-0.3
2021-02-15T15:56:01.000Z,Adivinen a quien no le funciona una vez el internet de Si de vuelta no funciona en casa tapiti,pos,0.25
2021-02-15T02:29:15.000Z,A internet vai a loucuraaaaa #bbb,neu,0
2021-02-15T00:18:06.000Z,Al que tiró mi fibra optica de le digo estoy aprovechando que un domingo me dejaste sin internet y sin flow para ordenar mis ropas Igual estoy enojada,neg,-0.395
2021-02-11T21:37:51.000Z, Que pasa con el servicio de tv e Internet Cobran lo que quiieren y es pésimo su servicio ,neu,0
2021-02-11T20:30:32.000Z,Un día más sin teléfono linea baja y sin Internet de Es muy injusto algo que se paga porque se necesita Se reclama y te dicen van enseguida a verificar Y uno hasta se queda preso en su casa porque espeeeraaa pero Nada,neg,-0.625
2021-02-11T19:59:04.000Z,La foto no es de Alemania es en China es una foto antigua que recorre internet con la misma noticia falsa,neg,-0.25
2021-02-11T19:41:35.000Z, Cargue hace más de mes mi tarjeta a través de Internet hasta ahora no puedo usar me dijeron que ya no hacia falta validar pero me sigue saliendo saldo negativo Es un estrés Y más estresados los chóferes paciencia,neg,-0.05600000000000005
2021-02-11T19:37:49.000Z,NECESITO QUE SOLUCIONEN EL NULO SERVICIO DE INTERNET YAAAA ,neu,0
2021-02-11T17:54:59.000Z,Más de hs sin señal de Tv e Internet así como rompen las bolas con los msj de que la factura va vencer que tal si a fin de mes generan una nota de crédito por las horasdías sin servicio que se puede hacer al respecto,pos,0.625
2021-02-11T17:30:36.000Z,Tan porquería puede ser el internet no se puede trabajar asiiiiii toda la semana la señal una cagada se cortan mis reuniones y mi YouTube para trabajar concentrada #,pos,0.575
2021-02-10T12:28:00.000Z,A poder tener un internet más eficiente un internet a un costo más accesible para tantas familias que necesitan en un escenario pandémico en el cual las clases están suspendidas,neg,-0.16800000000000004
2021-02-10T00:18:51.000Z,Hoy recordamos el Día de la Internet Segura compartiendo contigo consejos que podés adoptar para crear un entorno digital más confiable #NavegáSeguro,neu,0.0
2021-02-09T21:27:39.000Z, en menos horas me chuparon gb de internet más megas no hay excusas señores NO usé reproductores de música ni video ni nada que pueda justificar el robo del cual fui víctima,neg,-0.375
2021-02-09T21:21:29.000Z,Pero como tenía que trabajar y necesitaba el servicio de internet y no quería que me sigan ROBANDO cargué nuevamente un pack pequeño,pos,0.07499999999999996
2021-02-09T20:51:06.000Z,Pocas veces tuve inconvenientes con y por eso siempre he recomendado sus servicios telefonía e internet hasta el día de hoy en realmente me sentí estafada robada con el servicio de telefonía ,neg,-0.375
2021-02-09T16:24:04.000Z,Segundo día de vacaciones no se disfruta nada porque macanea el sábado internet,pos,0.911
2021-02-09T13:43:10.000Z,Soy usuario de TV satelital de y desde hace años que me mudé mencionan que aún no se puede extender el servicio de internet Llueve y no funciona la TV encima se vienen las clases y ya cansa cargar saldo y que los niños desde el celular estudien ,neg,-0.281
2021-02-09T13:05:48.000Z,Hoy se celebra a nivel mundial 𝐄𝐥 𝐃𝐢́𝐚 𝐝𝐞𝐥 𝐈𝐧𝐭𝐞𝐫𝐧𝐞𝐭 𝐒𝐞𝐠𝐮𝐫𝐨 Safe Internet Day SID una iniciativa que tiene por objeto promover el uso seguro y positivo de la tecnología digital especialmente entre niños y jóvenes,pos,1.452
2021-02-08T04:22:13.000Z,Obvio no sabia el nombre del cantante pero me enamore de su voz sabia que lo escuche en super campeones pato darwing hasta bob el constructor pero Digimon fue lo mejor ni bien le supe al internet impacto rojo fue lo primero que descargue en mp para mi celular,pos,3.442
2021-02-08T02:08:52.000Z,Que silencio hay en el twitter hoy que paso que les pasa Le quitaron el internet a algunos,pos,0.25
2021-02-08T01:56:50.000Z,Che y de ese que jugaba play qué pasó alguien sabe O no tiene internet,pos,0.25
2021-02-08T00:20:53.000Z,Calabrese no saben si sigue vivo O si no le llega el internet nomas Me preocupa ,pos,0.6799999999999999
2021-02-07T15:02:39.000Z,El precio de una ampolla de midazolam según catálogos de farmacias en internet es de poco más de mil guaraníes pero en la práctica venden a más de mil Es el gran negocio de “uno de los mejores sistemas sanitarios del mundo ,neg,-0.14099999999999996
2021-02-07T13:26:12.000Z,Tigo es la nueva Ande Orange is new black La señal se va si llueve si hay sol si hace calor o frío Estoy realmente podrido me parece que me voy a convertir en InFlowencer Con tal los partidos los veo en Internet ,neg,-0.29200000000000004
2021-02-06T21:50:28.000Z, no que me me pone más nervioso si el internet que no anda o comerme la espera de tres horas para reclamar gran puta,neg,-0.302
2021-02-06T21:41:05.000Z,Golpe de Estado en Myanmar Desde ayer los golpistas cortaron todos los accesos a internet y las redes sociales PD Al margen Ahora el portavoz de dijo estar preocupado por el derecho a la gente a hacer oír su voz WTF Y cuando le suspendieron a Trump ,pos,0.35100000000000003
2021-02-05T03:21:55.000Z,Que raro no me aparece Tigo Si cada o días chateo con ellos por problemas del Internet,neg,-0.437
2021-02-05T02:56:15.000Z,Internet de Tigo de nuevo macaneando ,neu,0
2021-02-05T01:24:36.000Z,Que basura el internet de tigo cada dia que pasa peor el servicio ,neu,0
2021-02-04T21:39:45.000Z, días estoy sin servicio de Internet y cablePero cuando reclaman la factura del mes es día a día mínimo contactos por dia noSon la peor basura del monopolio de este país y no veo la hora que el fútbol Pyo ya no tengan los derechos,pos,0.25
2021-02-04T20:14:25.000Z,Alguien puede explicarme por que tanta la diferencia entre el Internet de las telefonias pa el hogarClaro milPersonal milTigo milInternet de mb,pos,0.25
2021-02-04T20:10:34.000Z,Más de horas sin ínternet en mi celular reclamos y en las veces me dijeron que en el transcurso del diatarde se iba solucionar porque mi plan es viejo pues lo siento es ese el contrato que firmamos en su momento y NO pienso cambiar así que ,neu,0.0
2021-02-04T18:04:23.000Z,Mi cabeza es como un navegador de internet pestaña están abiertas de ellas estan congeladas y la música no sé de donde viene ,neg,-0.375
2021-02-04T16:55:57.000Z,Dedicado al Internet de y de • Gracias por los favores recibidosVienes y te vas,pos,0.6
2021-02-04T02:40:18.000Z,Entonces de acá no pasamos reír para no llorar por nuestro internet tercermundista #RhythmGame #RhythmHive,pos,0.08299999999999996
2021-02-01T23:04:46.000Z,De que sirve la gratuidad de la educación a distancia si el internet es de mala calidad y ademas muy caro ,pos,0.5
2021-02-01T19:31:13.000Z,Después de los inconvenientes ocasionados por la tormenta del fin de semana está RESTABLECIDO el servicio de INTERNET por nuestra zona Ya estamos FULL on line,neg,-0.5
2021-02-01T16:42:01.000Z, buenas tardes la factura de mi gasto vence el y me cortaron el servicio de internet por favor si pueden atender el teléfono Todo es máquina no hay humano que me resuelva,pos,1.25
2021-02-01T10:32:28.000Z,Un lunes nomas me quiero plaguear el martes si mal no recuerdo hace casi semana aboné el servicio de Internet de me indicaron que al día siguiente ya querían instalar les dije que no ya que yo me mudaba el sábado recién sigue,pos,0.09999999999999998
2021-01-31T23:56:53.000Z,Si no tenes internet o te quedaste sin batería te vas a la M Y mientras todos los que robaron siguen vivos y coleando,pos,0.6799999999999999
2021-01-30T17:08:39.000Z,A leguas nio se notaba que era todo BOLA y la gente compartiendo como estúpidos Se nota que nunca escucharon la frase que dice no creas todo lo que leas en internet En fin quedaron por pelotudos ,pos,0.125
2021-01-30T16:35:08.000Z,Estoy al lado de mi modem de internet afuera despejado soleado ni siquiera hay viento Pero está la velocidad del internet que me regala ,pos,0.375
2021-01-30T15:56:26.000Z, que cagada El peor servicio pagado Hace una hora sin Internet y TV ,neg,-0.75
2021-01-30T00:26:34.000Z,Deoss casi todo el día sin internet qué era la vida,pos,0.25
2021-01-28T19:16:28.000Z,Se cae el cielo y yo tengo Internet son lo max jaj,neu,0
2021-01-28T17:11:31.000Z,Desde las de la mañana sin servicio de tv y de internet espero mi descuento en la factura,neu,0
2021-01-28T14:35:02.000Z,Que onda desde las de la mañana sin tv y sin internet,neu,0
2021-01-28T13:21:59.000Z,No se si a todos los usuarios les pasa pero hace días que no tenemos internet ni para levantar escritos al sistema judisoft Lo peor es llamar a la empresa y cuando te contestan te dicen es un problema de todo el area Eso no resuelve los problemas de plazos,neg,-0.7490000000000001
2021-01-28T12:45:19.000Z,Qué linda la historia de Reddit GameStop vs Wall StreetMelvin Capitals gracias internet ,pos,0.35
2021-01-28T00:54:29.000Z,Harta del Internet lento ,neu,0
2021-01-27T23:31:10.000Z,Intente ver cobra kai pero no puedo del internet nefasto de ,neu,0.0
2021-01-27T21:02:53.000Z,Surge un mundo donde el internet sea gratis,neg,-0.625
2021-01-27T16:18:39.000Z,JajajajaPor estas historias pago mi internet y amo Twitter y siento mucho sucedido,pos,1.0
2021-01-27T12:45:04.000Z,JAJAJAJAJAJAJAJAJAJA GRACIAS INTERNET CARAJO ,neu,-0.040000000000000036
2021-01-27T03:12:24.000Z,Mucho internet por hoy ,neu,0
2021-01-27T01:15:05.000Z,Ese ha de ser el rayo que hizo que se vaya el internet de ,neg,-0.625
2021-01-26T23:55:47.000Z,Casi una semana sin servicio de TV e Internet Llamando desde el jueves pasado a reclamar El sábado iban a venir despues dijeron lunes ahora me dijeron que el juevespero que solicitaron un adelanto de servicio técnico para mañana Porfa na haganme caso,pos,0.542
2021-01-26T14:09:33.000Z,Sin internet ,neu,0
2021-01-26T14:01:54.000Z,La discusión SE ACABÓ No es Saint Seiya no es Dragon Ball no es Naruto no es Samurai X ¡¡NINGUNOEl mejor anime de la historia es #ShingekiNoKyojin Hero S Assault S y Perfect Game S entre los episodios más vistos conforme a la Internet Movie Database,pos,1.039
2021-01-26T12:27:30.000Z,NO TE PIERDAS EL KIOSKO DE RAVI Podes escucharnos LUNES A VIERNES de a en la RADIO MONARCA FM y también por internet en participar del vivo en el perfil de Walter Ravinovich del facebook,neg,-0.06
2021-01-26T01:33:47.000Z,Que buen tema es Laura no está Internet explorer,pos,0.15100000000000002
2021-01-26T00:16:13.000Z,Internet no solo ha democratizado la información también ha distribuido gratuitamente la inseguridad la falta de confianza en uno mismo y la vergüenza Mark Manson,neg,-0.31200000000000006
2021-01-25T23:45:42.000Z,Que horrible ya es su servicio no les da vergüenza Bueno no creo porque roban todos los dias UN ASCO EL INTERNET DESDE EL FINDE IMPOSIBLE USAR,neg,-1.286
2021-01-25T21:20:45.000Z,Llega fin de mes tenes que pagar la cuota se tu cama ropero el alquiler luz agua basura internet opa nde gas y estas ,neu,0
2021-01-23T00:22:01.000Z,Yo en la calle haciéndome el q tengo Internet,neu,0
2021-01-22T17:02:31.000Z,Sin internet lte copaco en la zona de Limpio barrio Colonia Juan de Salazar llamo a call Center todos los días desde hace meses por la noche y nada de solución hasta ahora y hoy desde las primeras horas sin señal se encuentra inestable e intermitente,pos,0.375
2021-01-22T11:34:33.000Z,Seguimos conectando a las personas y ciudades con acceso a Internet ilimitado y a IPTV damos la bienvenida a Ciudad Jardín II de la ciudad de Limpio #ConectandoAlPaís ,pos,1.475
2021-01-22T01:45:04.000Z,Estoy harta de y su pésimo servicio Desde la mañana que nos dejaron sin servicio de TV internet Llamé a hacer el reclamo correspondiente despues de hacer todo lo que me pidieron que haga prende apaga enchufa desenchufa no se pudo solucionar,pos,0.917
2021-01-21T23:33:13.000Z,Estoy luchando para levantar mi tiendita Y NO TENGO INTERNET PARA COMUNICARME CUANDO SALGO DE CASA kkiiii looooccoooooo igual voy y vendo mis cosillas para eso si hay que ser caradura,neg,-0.75
2021-01-21T23:31:58.000Z,Cuando un simio tiene acceso a Internet,neg,-0.375
2021-01-20T15:40:28.000Z,Hace días me bicicletea una instalación de Internet Me confirmaron y cancelaron veces en cuanto instalan ,pos,0.813
2021-01-20T13:19:25.000Z,#Móvil Presidente participa de la entrega de notebooks con conexión a internet a la Universidad Nacional de #Caaguazú por parte del Gobierno Nacional a través de la y #EnVivo por la #am ,pos,0.313
2021-01-20T13:18:16.000Z,Casi semanas con un pésimo servicio de internet equipos de tecnicos y ninguno solucionaSe llenan de informes y hasta hoy nadaLes lleno de llamadas hasta el punto de conocer a todos sus funcionarios Una vergüenza,neg,-0.179
2021-01-20T12:13:22.000Z,Más de minutos en línea para realizar un reclamo de Internet de y nadie responde,neg,-0.765
2021-01-20T12:10:07.000Z,Así mismo en realidad x salud no es recomendable practicarxq desgasta mucho las articulaciones golpean mucho Pero eso nadie t dice Solo mi fisioterapeuta me dijo y entre a investigar en Internet Y es así A cuidar las articulaciones No da gusto andar con artrosis como yo,pos,0.501
2021-01-20T01:52:28.000Z,Será que algún día tendremos un Internet como la gente,neg,-0.125
2021-01-20T00:43:27.000Z,Nunca entonces va a funcionar el internet de ,neu,0
2021-01-20T00:14:46.000Z,Que pasa con el Internet ,neu,0
2021-01-19T23:14:23.000Z, Desde las estoy sin internet ni flow en loma pyta,neu,0
2021-01-19T22:15:48.000Z, desde las hs sin internet mi trabajo una charla y un taller internacional que estoy llevando desde el celular zona Loma Pyta por favor gente,pos,0.22499999999999998
2021-01-19T18:50:15.000Z,También es importante estar al tanto de lo que consumen nuestros hijos en internet En un descuido se te hacen libertarios y empiezan a pasar vergüenza en redes sociales usando el emoji de la viborita Qué horror,neg,-0.6789999999999999
2021-01-18T22:43:31.000Z,Que felicidad me da haber cambiado de proveedor de internet y no tener que sufrir mas a la basura de con sus problemas de siempre,neu,-0.0020000000000000573
2021-01-18T21:47:32.000Z,La peor mierda de este mundo es tu Internet ,neg,-0.39
2021-01-18T21:08:01.000Z,Que onda con el Internet hoy Parece que vamos a migración todos a ,neg,-0.25
2021-01-18T21:06:10.000Z,Una mierda hoy el Internet de ,neg,-0.39
2021-01-18T21:04:58.000Z, devuélvanme el jornal perdido por su internet de mierda ,neg,-0.78
2021-01-18T20:52:42.000Z,No sé que es peor quejarme porque no funciona mi wifi de Tigo o quejarme porque mi Internet de claro que NUNCA uso terminó en estas horas de mierda sin wifi,neg,-0.89
2021-01-18T20:48:55.000Z, que tremendo pedazo de mierda tu internet Son de lo peor,neg,-0.39
2021-01-18T20:23:24.000Z,Desde el medio día estoy con problemas de internet ,neg,-0.437
2021-01-18T19:56:38.000Z,El internet de Tigo mamitaa más mierda no puede ser,neg,-0.39
2021-01-18T19:54:47.000Z, yo co rindo jueves amigo y necesito co estudiar con su internet pero NDAIPORI JEYMAAAAAAAAAA,neu,0
2021-01-18T19:47:16.000Z,Ya tengo internet alta mierda esta el internet de Tigo gnt,neg,-0.39
2021-01-18T19:40:09.000Z, aunque lo más probable es que respondan mañana no funciona Internet hogar ,pos,0.438
2021-01-18T19:39:57.000Z,Embogue Emombo luego el internet de Tigo ,neu,0
2021-01-18T19:09:48.000Z, que pasa con el servicio de internet pero para el corte de factura están super rápido ,pos,0.5680000000000001
2021-01-18T18:54:55.000Z, Doy gracias a Dios que nos padres se van a mudar a zona de cobertura de FIBRA ahora estoy en la casa de ellos y el internet ES UNA MIERDA,neu,-0.040000000000000036
2021-01-18T18:49:42.000Z,Todos estamos sufriendo el internet de Tigo ahora mismo,neu,-0.02300000000000002
2021-01-18T18:49:08.000Z,WhatsappPor los usuarios que reportan que ni si quiera la red social de mensajería instantánea Whatsapp les está fucionando de manera correcta por los problemas con el servico de internet de ,pos,0.762
2021-01-18T18:42:44.000Z, estamos sin señal desde hace hs y yo tengo q usar mi internet ,neu,0
2021-01-18T18:28:58.000Z,Desde la con el problema de Proveedores Internacionales sin internet ,neg,-0.437
2021-01-18T18:26:47.000Z,Bueno Dicen que el Internet va acabar desde mañana por dos semanas,pos,0.5
2021-01-18T17:58:40.000Z,A mi nomas me parece o el internet está jodiendo ,neu,0
2021-01-18T17:58:04.000Z, no funciona el internet por acá,neu,0.0
2021-01-18T17:16:32.000Z,En todo diciembre y enero anduvo bien el internet y JUSTO HOY que empiezan mis exámenes finales el internet de está más feo que el ,pos,0.8840000000000001
2021-01-18T17:15:00.000Z,TigoPorque reportan que su servicio de internet está funcionando como la mierda,neg,-0.39
2021-01-18T17:05:44.000Z, con educación pregunto que onda tu señal de Internet,pos,0.25
2021-01-18T16:53:40.000Z, a que hora arreglan su problema de internet Porque no da gusto pagar por algo que no está funcionando uds No perdonan día de atraso,neg,-0.17099999999999999
2021-01-18T16:44:43.000Z,Qué ya otra vez pasa con el Internet de ,pos,0.25
2021-01-18T16:29:13.000Z,Una el internet de tigo ,neu,0
2021-01-18T15:46:40.000Z,Cuando estaba a punto de finalizar mi contrato con Tigo me llega un mensaje de que me aumentaban mi ancho de banda al triple Fue una trampa Sigue desastroso el internet,neg,-0.4
2021-01-18T14:50:38.000Z,Que raro que cuando mas trabajo tengo empieza a mborear con el internet,pos,0.35
2021-01-18T14:18:43.000Z,Dale pues estoy sin internet desde el sábado a la noche me dijeron el lunes a primera hora ya esta terminando la mañana y nada Pónganse las pilas ,neu,0
2021-01-17T17:07:05.000Z,Estoy sin internet hogar y el técnico de Tigo recién vendrá el por la tarde a arreglar días sin internet que puerkesa son,pos,0.292
2021-01-14T22:14:04.000Z,Les devolvimos el ruter y cancelamos todo Nos quedamos con Personal Al fin nos libramos de este problema pensamos ilusos Adivinen qué Hace días que Personal nos dejó sin Internet El Paraguay de los servicios privados mediocres,pos,0.063
2021-01-14T22:14:03.000Z,Habíamos planeado quedarnos solo con Personal pero no Al final cuando uno no funcionaba usábamos el otro Ok El mes pasado Tigo nos dejó sin Internet días Costó muchísimo estrés que hicieran caso a nuestro reclamo Decidimos dejar de joder y cancelar ese pésimo servicio,pos,0.875
2021-01-14T22:14:03.000Z,Les cuento algo para que se rían El año pasado en casa éramos personas metidísimas en clases virtuales mis hijos y yo Nuestro Internet de Tigo como es de público conocimiento fue deficiente Entonces dijimos cambiémonos a Personal Lo hicimos,pos,1.251
2021-01-14T21:23:01.000Z,Todo el día sin internet hogar y sin ninguna respuesta por parte de son una tremenda cagada como tratan a sus usuarios,neg,-0.125
2021-01-14T21:08:09.000Z,Mi reino para que me vengan a intalar internet ,neu,0
2021-01-14T00:42:48.000Z, Hola estaba re concentrada en pleno examen y se desmadró la plataforma pensé que era la paupérrima conexión de Internet de mi hermoso país pero no ,pos,1.23
2021-01-13T19:10:30.000Z,Con la aplicación utilizo la vía rápida de Internet ¡Es gratuita y me protege de espías de Internet #dotdotdot ,neu,0.03699999999999998
2021-01-13T17:28:56.000Z,El acceso a internet debe ser público y gratuito Después hablame de una educación On Line modo Covid de vivir ,pos,0.407
2021-01-12T19:49:23.000Z,El ñanduti no es ñanduti fue plagiado de internetLa paarela está torcidaLa licitación ya estaba inflada y encima le aumentaron más con adendas Engineering que sería de la familia presidencial de nuevo en medio de CORRUPCIÓN,pos,0.35
2021-01-12T18:12:33.000Z,No puede ser nio eso senadora creen que se le cortó nomas el internet ,neu,0.0
2021-01-12T14:22:54.000Z,Se nublo nomás es necesario que nos dejen sin cable sin internet luego,neu,0.0
2021-01-11T23:15:55.000Z,AHORA Hablamos con sobre seguridad en Internet Que pasa con WHATSAPP Escuchado en Tiempo de Union en ,neu,0
2021-01-11T16:38:16.000Z,Cuando Tenes full internet pero no te sirve por que tu señal es una mier,neu,0.0
2021-01-11T03:41:41.000Z,Q muerda el internet de tigo Lpm,neu,0
2021-01-10T23:54:24.000Z, Socorro de donde sacaron al Magister que controversia hasta con el mismoCarajo digoHasta de chismes mediáticos del Internet se forra,neg,-1.0150000000000001
2021-01-10T16:54:26.000Z,Lloro cada vez que veo en documental “Hijo de Internet” sobre el caso de Aaron Swartz,neu,-0.031000000000000028
2021-01-10T16:48:19.000Z,Para eso pago internet para cositas hermosas como perritos que juegan felices ,pos,1.5110000000000001
2021-01-10T08:07:40.000Z,En menos de una hora acaba mi Internet y ya no voy a poder dar stream y me duele en el alma sigan con todo Karols stan UN MILLÓN DE TUS BESOS,pos,0.22499999999999998
2021-01-10T07:48:56.000Z,Solo me queda una hora de Internet llorooooooUN MILLÓN DE TUS BESOS,neu,0
2021-01-07T23:05:46.000Z,Supuestamente la mejor velocidad de internet del Paraguay aplazados encima en Asuncion y solamente una rayita tkk ,pos,0.375
2021-01-07T22:19:53.000Z, Que pasa con el internet de fibra óptica No funcionó en todo el día hoy,pos,0.25
2021-01-07T13:28:29.000Z,Estamos sin internet aquí en San José de los Arroyos Podrian solucionar en breve ,pos,0.5
2021-01-07T03:52:38.000Z, Estoy HARTO de sus cortes de Internet nocturnos cada MALDITA nocheNo se pregunten después por que hay tanta migración de usuarios,neg,-0.25
2021-01-06T22:16:40.000Z,Primer reclamo del después de los en el me permitirán ver en San Antonio el fútbol es lo único que me mantiene como cliente de Uds y hace años Sin TV sin Internet y sin descuento al pagar cada ,pos,0.583
2021-01-06T22:10:03.000Z,VOS LE PEDISTE YO NO LE PEDIAh boe por motu propio nomas ellos ya te agregan VELOCIDAD al internet Y GRILLAS de canales sin pedirles capaz no leí la letra chica del contrato nomas después te avisa que te van a enchufar un aumento Hasta las bolas ,pos,0.8839999999999999
2021-01-02T19:22:38.000Z,Buenas no tenemos internet ni flow Hay algún problema,pos,0.313
2021-01-02T17:01:58.000Z,Mi primer finde con Internet días anteriores muy bien y hoy no alcanzamos los mbps de los contratados Vamos naEra la esperanza aquí en Piribebuy,pos,0.642
2021-01-02T03:22:47.000Z, primer año nuevo que recibimos sin escuchar el tradicional programa Ni por radio ni por Internet no hubo caso,neu,0.0
2021-01-01T23:42:56.000Z,Definitivamente cayó el Internet en algunos lugares hace días Sin agua sin luz sin copas Sean serios feliz amigo querido salud ,pos,1.9689999999999999
2021-01-01T17:36:42.000Z, Hace una hora estoy sun internet que esta pasando,neu,0
2020-12-31T11:50:29.000Z,¡Ampliamos nuestra cobertura ahora la ciudad de Coronel Oviedo está conectada a Internet de alta velocidad Llegó 𝙁𝙄𝘽𝙀𝙍 Internet fibra óptica hasta el hogar ,neu,0
2020-12-28T02:06:28.000Z,Cortenle el Internet a este tipo xfa,neu,0
2020-12-27T23:56:28.000Z, horas sin internet ni cable ojalá a la hora de facturar tengan en cuenta su “problema con la cajita de la columna” como me dijeron esta mañana porque ahora nadie atiende ,neg,-1.077
2020-12-27T23:40:00.000Z, si no te reinstalaran tu internet en un mes cómo te sentirías Mañana es el Desde el espero No me boludeen más por favor Gracias ,pos,0.22499999999999998
2020-12-27T11:10:57.000Z, dias despues ahora me dicen que mi problema de Internet no tiene fecha de arreglo Caraduras como mienten,neg,-1.187
2020-12-27T10:20:31.000Z, escucho ofertas sobre servicio de internet veloz y cable Tv por mañana esta afuera,neu,0
2020-12-26T14:22:25.000Z,Hoy quiero solución No voy a quedar un fin de semana mas sin Internet ni cable,neg,-0.375
2020-12-26T14:07:42.000Z, las de la mañana y sigo sin internet dias,pos,0.35
2020-12-25T14:28:31.000Z,Legalmente no se saturaron las líneas anoche pero el internet de Tigo una vez más estaba un asco,neg,-0.482
2020-12-25T03:21:59.000Z,Cuando me conectaba al internet del trabajo,pos,0.35
2020-12-25T03:18:08.000Z,Feliz navidad amigos del internet,pos,0.719
2020-12-24T20:58:57.000Z,Sus flyer y mensajes navideños pirateados y reenviados pio no pueden alzar nomas en sus estados y ahí ya vemos todos para no recibir veces lo mismo nomas La memoria de mi celular y los gigas de mi Internet se los agradecerán ,pos,0.5
2020-12-24T16:37:04.000Z,Dale pues habiliten el Internet que necesito jugaaar,pos,0.333
2020-12-24T15:30:38.000Z,Lindo regalito de navidad eh encima no dejan de romper las bolas ofreciendo portabilidad e internet son un desastre prefiero seguir pagando el doble de lo que me ofrecieron ustedes Solamente porque monopolizaron los derechos del futbol soy cliente,pos,0.8
2020-12-24T14:55:57.000Z, lcdth sin internet y sin cable hasta en navidad aparecen para cargarles a sus clientes ,neu,0
2020-12-24T02:03:49.000Z,Yo llamándole por veces en el día a Personal para reclamar la mudanza de mi internet ,pos,0.25
2020-12-24T00:18:56.000Z, Buenas noches Quiere denunciar públicamente a la empresa Tengo un contrato con ellos por el servicio de internet hogar Solicité una mudanza porque me mudé de casa en fecha y esta es la fecha en la que sigo sin internet pero pagando el servicio,pos,0.85
2020-12-23T23:17:01.000Z, no contraten sus servicios Desastre Internet no funciona y menos su service Escucho que tal andan otras telefonias,pos,0.07500000000000001
2020-12-23T23:14:20.000Z, dias del pedido de service para internet y no aparecieron tampoco hoy Vergüenza su servicio No recomendado,pos,0.375
2020-12-23T22:20:21.000Z,Ah Y me avisan cuando generen la factura por el mes entero que me dijaron sin internet porque para cobrar no hay descoordinación alguna,pos,0.521
2020-12-23T19:18:32.000Z, estoy esperando el servicio tecnico Sin internet Y tengo de velocidad ,neu,0
2020-12-23T19:13:59.000Z, sin internet tigo hogar funciona mal Hace dias pedi servicio tecnico No vino nadieee Son una estafaaa,neg,-0.375
2020-12-23T16:45:54.000Z,Cuando pensé que no podía ser más mierda Ahora resulta que para instalar su fibra tocan la de la otra línea Dejándome así sin cable y sin Internet gracias por su nefasta existencia,neu,-0.040000000000000036
2020-12-23T16:33:59.000Z, su señal de Internet Hogar es una porquería,neu,0
2020-12-23T03:32:50.000Z,El peor Olimpia de los dos últimos años le eliminó al mejor cerro de los dos últimos años ipu viteka ahhh no hay tormenta ni lluvia hay luz ande a full porque están sin saldo o sin internet unos ahora sin lloro y no me salgan con que ahora bla bla bla ,neg,-0.781
2020-12-20T23:11:26.000Z, Supuestamente hoy pasarían arreglar el Internet Y nunca pasaronme hacen una nota de crédito Porque tengo tres días que no puedo usar ni Internet ni el cable,neu,0.0
2020-12-20T20:47:43.000Z, horas sin internet intentando comunicarme con enésima vez,neu,0.0
2020-12-20T19:03:30.000Z,Pero el campo no tiene muchas de las cosas que NECESITAMOS para sobrevivir y hacer frente a nuestras obligaciones laborales Por ejemplo señal celular conexión a internet sanatorios supermercados farmacias etc Odio decirlo pero vivir en la ciudad es un mal necesario,neg,-0.875
2020-12-20T18:02:24.000Z, no tengo Internet y no vienen a solucionar,neu,0.0
2020-12-20T17:39:21.000Z, hola sigo sin internet,pos,0.35
2020-12-20T17:00:47.000Z, sigo sin Internet,pos,0.35
2020-12-20T16:02:40.000Z,Marcelo me ayuda en el negocio me ceba tereré ahora es mi chofer de delivery en la lluvia uso su internet y encima le reto otra vez porque estoy nerviosa ,pos,0.25
2020-12-20T15:58:54.000Z,Menos mal me dijeron los de Personal quedamos atentos Maena su Internet,neu,-0.033999999999999975
2020-12-20T15:52:18.000Z, sigo sin internet,pos,0.35
2020-12-20T14:08:11.000Z, gracias por el servicio de mierda hace día sin Internet y ni una respuesta hola ,neu,-0.040000000000000036
2020-12-20T11:46:03.000Z, se pueden ir bien a la puta días sin Internet y sin cable y niños rompiendo las bolas si ya funciona o no la puta tele A ñembo fanático kuri pero ya ovalema,neu,0.01200000000000001
2020-12-16T23:54:59.000Z, otra vez sin servicio de Internet ni de cable cada vez que llueve es lo mismo son primos hermanos de la ya Creo que me voy a mudar a por que mis vecinos me cuentan que les funciona de maravilla,pos,1.167
2020-12-16T23:17:02.000Z, Realmente este servicio de personal deja mucho que desear Desde el jueves de diciembre vengo reclamando vía telefónica presencial redes sociales que no tengo Internet ni flow Ellos solo AGENDAN un día y jamás pasan Esto ya es un abuso al consumidor,neg,-0.524
2020-12-16T21:10:55.000Z,Estoy sin Internet desde tempranas horas en mi casa pero los genios de van a venir recién el sábado supuestamente Una verdadera joda,pos,0.203
2020-12-16T20:17:23.000Z, otro día más sin internet Hoy me llamaron a preguntarme si no ha pasado nadie y efectivamente nadie pasó Me agradecieron la información y cortaron Voy a continuar este hilo hasta que me resuelvan Slds,neg,-0.78
